sample_idx,atom_idx,element,mace_H,mace_OH,mace_CH3,mace_NH2,mace_H_norm,mace_OH_norm,mace_CH3_norm,mace_NH2_norm
321,3,Zr,-3.6235352,-12.356079,-20.372375,-17.105103,-0.7437,-1.7580591,-1.3307227,-1.531442
321,1,Zr,-3.6235657,-12.357178,-20.406677,-17.116516,-0.7437685,-1.7587992,-1.4194556,-1.5440539
322,5,Ag,-2.3840637,-9.121941,-19.190735,-14.519348,2.0384688,0.42079806,1.7259849,1.3257829
322,4,Ag,-2.3840256,-9.121674,-19.18274,-14.522163,2.0385544,0.42097798,1.7466682,1.322672
323,3,Ag,-2.36512,-9.125633,-19.167084,-14.512657,2.0809908,0.4183103,1.7871665,1.3331764
324,3,Ag,-2.4910889,-9.077789,-18.99939,-14.475159,1.7982358,0.45054305,2.2209632,1.3746116
325,7,Ti,-3.610382,-12.639801,-20.058655,-17.185638,-0.7141761,-1.9492041,-0.51917946,-1.6204331
326,5,Au,-2.7308807,-8.504555,-19.513458,-14.468903,1.259989,0.83673435,0.8911533,1.3815246
326,4,Au,-2.7308502,-8.504517,-19.50354,-14.457352,1.2600574,0.83676004,0.91681004,1.3942882
327,3,Au,-2.6883774,-8.488319,-19.479492,-14.439133,1.3553938,0.8476722,0.9790178,1.4144199
328,3,Au,-2.6845093,-8.881897,-19.65567,-15.107666,1.3640763,0.5825168,0.52327466,0.6756993
329,7,Ti,-3.471405,-12.48056,-19.99057,-17.025085,-0.40222245,-1.8419228,-0.34305564,-1.4430242
330,3,Au,-2.7599792,-8.271912,-19.579224,-14.529358,1.1946733,0.99346733,0.72102916,1.3147222
331,5,Pd,-3.1264954,-8.6406555,-19.813248,-14.90416,0.37197605,0.7450425,0.115647875,0.9005713
332,6,Pd,-3.161316,-8.643951,-19.848282,-14.9305725,0.2938164,0.74282205,0.02502028,0.87138534
333,5,Au,-2.5679321,-8.251114,-19.35875,-14.246719,1.6257502,1.0074788,1.2913593,1.6270341
333,4,Au,-2.569107,-8.25148,-19.354004,-14.241089,1.6231129,1.0072322,1.3036351,1.6332557
334,3,Au,-2.546463,-8.242111,-19.346603,-14.233719,1.6739407,1.0135441,1.322779,1.6413995
335,5,Cu,-2.9604492,-9.672089,-19.652481,-15.374847,0.74469006,0.05016028,0.5315243,0.38046733
335,4,Cu,-2.960617,-9.672104,-19.645844,-15.373169,0.7443133,0.050150003,0.5486946,0.382322
336,5,Cu,-2.9602814,-9.6714325,-19.651855,-15.374268,0.7450668,0.05060232,0.5331427,0.38110805
336,4,Cu,-2.9602814,-9.671478,-19.64563,-15.372513,0.7450668,0.05057148,0.5492472,0.38304704
337,3,Cu,-2.9525757,-9.662445,-19.653214,-15.368408,0.7623634,0.0566572,0.52962965,0.38758257
338,3,Cu,-2.9530945,-9.662567,-19.650787,-15.368088,0.7611988,0.05657496,0.5359057,0.38793665
339,3,Cu,-2.9531403,-9.662628,-19.650726,-15.368179,0.76109606,0.05653384,0.5360636,0.38783547
340,5,Cu,-3.0805664,-9.703629,-19.781021,-15.40509,0.4750701,0.028911665,0.19901264,0.3470493
340,4,Cu,-3.0802307,-9.703201,-19.775711,-15.399246,0.47582358,0.029199503,0.21274887,0.35350698
341,3,Cu,-3.0813751,-9.700638,-19.770325,-15.400513,0.4732548,0.030926531,0.22668247,0.35210752
342,3,Hf,-3.4410095,-12.395935,-20.407227,-17.262543,-0.33399543,-1.7849103,-1.4208766,-1.7054114
343,5,Ir,-3.523529,-9.390778,-20.453949,-16.134705,-0.5192222,0.2396811,-1.5417398,-0.45916495
343,4,Ir,-3.52594,-9.395599,-20.443176,-16.145416,-0.52463377,0.23643264,-1.5138726,-0.4710012
344,4,Ir,-3.5229187,-9.389343,-20.43927,-16.14032,-0.5178522,0.2406474,-1.5037677,-0.4653697
344,5,Ir,-3.5229492,-9.389404,-20.452759,-16.133514,-0.5179207,0.2406063,-1.538661,-0.4578498
345,3,Ir,-3.5664673,-9.486206,-20.476227,-16.205658,-0.61560315,0.1753904,-1.5993688,-0.5375675
346,5,Ni,-2.99469,-7.6589203,-19.852798,-15.414352,0.66783196,1.406443,0.013336585,0.33681482
346,4,Ni,-2.994629,-7.6610107,-19.849487,-15.41246,0.6679689,1.4050347,0.021901997,0.33890554
347,5,Os,-3.8860474,-9.399078,-20.061829,-15.713409,-1.3329458,0.23408881,-0.52738965,0.0063607227
347,4,Os,-3.887024,-9.401123,-20.03357,-15.699341,-1.3351378,0.2327113,-0.4542876,0.021906346
348,5,Os,-3.8856812,-9.39798,-20.061707,-15.7126465,-1.3321238,0.23482896,-0.52707386,0.007203761
348,4,Os,-3.8856506,-9.39798,-20.032776,-15.696228,-1.3320553,0.23482896,-0.45223504,0.025345942
349,3,Os,-3.9142456,-9.441559,-20.05719,-15.75528,-1.3962407,0.20546949,-0.51539016,-0.03990521
350,3,Pd,-3.160904,-8.656601,-19.842453,-14.935944,0.29474115,0.7343,0.040098567,0.8654503
351,5,Pt,-3.3496094,-8.454941,-20.10411,-15.327866,-0.12883489,0.87015957,-0.63676643,0.43238163
351,4,Pt,-3.3487396,-8.452896,-20.089874,-15.339996,-0.12688261,0.8715371,-0.5999391,0.41897732
352,3,Pt,-3.2939453,-8.139832,-19.50473,-14.5868225,-0.0038890382,1.0824504,0.9137312,1.2512246
353,7,Ru,-3.3937988,-9.2821045,-19.440521,-15.588684,-0.22802436,0.31289476,1.0798292,0.1441806
354,3,Pt,-3.4134216,-8.729004,-19.730347,-14.831604,-0.27207053,0.6855217,0.330099,0.98074424
355,7,Zr,-3.511963,-12.210358,-20.318604,-17.008667,-0.49326032,-1.6598858,-1.1916236,-1.424882
356,3,Pt,-3.5919495,-8.973206,-20.37178,-15.59108,-0.6728015,0.5210017,-1.3291833,0.14153346
357,5,Au,-2.665619,-8.489174,-19.45604,-14.462944,1.4064784,0.84709656,1.0396862,1.3881087
358,6,Au,-2.7028809,-8.502251,-19.498238,-14.469505,1.3228387,0.83828664,0.9305265,1.3808585
359,5,Pt,-3.5127487,-8.790642,-20.100517,-15.468132,-0.4950242,0.64399594,-0.6274708,0.27738905
359,4,Pt,-3.5126877,-8.790794,-20.064796,-15.47625,-0.4948872,0.6438931,-0.53506696,0.26841915
360,3,Pt,-3.511177,-8.7840805,-20.093742,-15.483345,-0.4914964,0.6484163,-0.60994524,0.26057887
361,5,Re,-3.795807,-10.88855,-19.70874,-16.30899,-1.1303883,-0.7693764,0.38599125,-0.6517486
361,4,Re,-3.795929,-10.890076,-19.703064,-16.319397,-1.1306623,-0.7704044,0.40067482,-0.66324764
362,4,Re,-3.7960815,-10.889374,-19.7034,-16.320312,-1.1310048,-0.7699315,0.39980644,-0.66425925
362,5,Re,-3.796112,-10.889587,-19.709076,-16.311096,-1.1310732,-0.77007544,0.38512287,-0.6540754
363,3,Re,-3.823761,-11.078674,-19.776184,-16.435913,-1.1931353,-0.89746433,0.21152523,-0.7919964
364,5,Rh,-3.076645,-8.951614,-19.383224,-15.319809,0.48387247,0.5355478,1.2280463,0.4412841
364,4,Rh,-3.0778656,-8.953903,-19.358932,-15.31221,0.48113242,0.5340058,1.2908857,0.44968078
365,3,Rh,-3.0799255,-8.962982,-19.360718,-15.302765,0.4765086,0.52788925,1.2862674,0.46011758
366,5,Ru,-3.4129333,-9.378235,-19.48648,-15.578705,-0.27097452,0.2481312,0.96093965,0.15520754
366,4,Ru,-3.4143677,-9.380157,-19.468292,-15.577332,-0.27419406,0.24683593,1.0079902,0.156725
367,3,Ru,-3.430359,-9.397827,-19.489075,-15.597443,-0.31008857,0.23493177,0.9542294,0.13450252
368,3,Ru,-3.8181,-9.823654,-20.326385,-16.343872,-1.1804283,-0.051950276,-1.2117543,-0.6902923
369,7,Au,-2.6823502,-8.604538,-19.338348,-14.556244,1.3689227,0.76937515,1.3441334,1.2850136
370,3,Ru,-4.2764893,-9.892517,-20.514313,-16.304138,-2.2093477,-0.0983436,-1.6978908,-0.64638686
371,7,Ti,-3.6923828,-12.707214,-20.267883,-17.284576,-0.8982383,-1.9946209,-1.0604188,-1.7297584
372,5,Ru,-3.7260437,-9.580109,-20.082,-16.000763,-0.97379494,0.11212771,-0.57957155,-0.31116116
372,4,Ru,-3.728653,-9.582764,-20.083008,-16.079102,-0.9796518,0.110339,-0.5821767,-0.39772433
373,3,Ru,-3.8150635,-9.705933,-20.168976,-16.142181,-1.1736125,0.027359394,-0.8045617,-0.46742672
374,5,Sc,-3.3234558,-12.408356,-19.994293,-16.991135,-0.07012952,-1.7932781,-0.3526868,-1.405509
374,4,Sc,-3.3233337,-12.408463,-20.008026,-16.993439,-0.06985552,-1.7933501,-0.38821155,-1.408055
375,5,Sc,-3.334198,-12.39798,-19.978745,-17.020569,-0.09424188,-1.7862878,-0.3124649,-1.4380335
375,4,Sc,-3.3340454,-12.398148,-19.98613,-16.996017,-0.09389938,-1.7864009,-0.3315693,-1.4109044
375,6,Sc,-3.3500366,-12.382263,-20.038605,-17.016647,-0.12979391,-1.7756995,-0.46731332,-1.4337002
376,3,Sc,-3.3146057,-12.404144,-20.004791,-16.978394,-0.050264228,-1.7904409,-0.3798435,-1.3914303
377,5,Ti,-3.7045898,-12.7934265,-20.197449,-17.350159,-0.92563874,-2.0527024,-0.8782163,-1.8022258
377,4,Ti,-3.7042236,-12.792084,-20.21814,-17.369354,-0.9248167,-2.0517979,-0.9317403,-1.8234367
378,5,Ti,-3.684967,-12.774445,-20.235687,-17.366425,-0.8815926,-2.0399141,-0.97713304,-1.8201995
378,4,Ti,-3.6849976,-12.772308,-20.237274,-17.375061,-0.88166106,-2.038475,-0.9812381,-1.8297427
378,6,Ti,-3.6889648,-12.642548,-20.23816,-17.262177,-0.89056623,-1.9510546,-0.9835275,-1.7050067
379,3,Ti,-3.720581,-12.842621,-20.23764,-17.356049,-0.96153325,-2.085845,-0.9821854,-1.8087342
380,3,Ti,-3.944687,-12.214127,-19.735733,-16.863739,-1.4645705,-1.6624249,0.3161654,-1.2647384
381,6,Cu,-3.972702,-9.846222,-20.098434,-15.535492,-1.5274544,-0.067154296,-0.6220828,0.20295721
382,8,Cu,-3.3409271,-10.116379,-19.854843,-16.125793,-0.10934635,-0.24916048,0.008047343,-0.44931826
383,3,Ti,-3.4858093,-11.836731,-20.299225,-16.821716,-0.43455493,-1.4081713,-1.1414943,-1.2183039
384,7,Os,-4.3176575,-10.26712,-21.25409,-16.823303,-2.3017557,-0.35071594,-3.61157,-1.2200575
385,3,Ti,-2.7219238,-11.674713,-19.707794,-16.360672,1.280094,-1.299019,0.38843852,-0.708856
386,7,Pt,-3.671997,-8.723633,-20.127121,-15.521744,-0.85247964,0.68914026,-0.69629014,0.21814877
387,3,Ti,-3.7028198,-12.671692,-20.137833,-17.25586,-0.92166567,-1.9706892,-0.72399944,-1.6980264
388,4,Zr,-3.6189575,-12.417816,-20.398743,-17.124084,-0.7334249,-1.7996517,-1.3989303,-1.5524168
388,5,Zr,-3.618988,-12.417145,-20.387787,-17.124939,-0.7334934,-1.7991993,-1.3705894,-1.553361
389,4,Zr,-3.5872192,-12.264832,-20.331757,-17.061188,-0.6621838,-1.696585,-1.2256484,-1.4829167
389,5,Zr,-3.5871887,-12.26474,-20.348328,-17.059662,-0.66211534,-1.6965234,-1.268515,-1.4812307
389,6,Zr,-3.5742798,-12.22168,-20.297394,-17.055267,-0.6331394,-1.6675135,-1.1367576,-1.4763747
390,6,Zr,-3.5878296,-12.255066,-20.305359,-17.053345,-0.66355383,-1.6900059,-1.157362,-1.4742503
390,5,Zr,-3.579956,-12.238647,-20.34784,-17.068481,-0.6458806,-1.6789447,-1.2672518,-1.4909762
390,4,Zr,-3.5801392,-12.237305,-20.345673,-17.064514,-0.64629155,-1.6780401,-1.2616469,-1.4865924
391,5,Zr,-3.5938416,-12.352814,-20.358154,-17.090881,-0.67704856,-1.7558591,-1.2939348,-1.5157278
391,4,Zr,-3.5935059,-12.350433,-20.372986,-17.10382,-0.67629504,-1.7542555,-1.3323016,-1.5300257
391,3,Zr,-3.5809937,-12.245789,-20.234955,-17.052582,-0.64820963,-1.6837558,-0.9752384,-1.4734073
392,3,Zr,-3.598114,-12.383209,-20.347443,-17.093475,-0.68663865,-1.7763368,-1.2662256,-1.5185941
392,5,Zr,-3.5835266,-12.276215,-20.316467,-17.073792,-0.6538952,-1.7042539,-1.1860975,-1.4968437
392,4,Zr,-3.5818176,-12.270966,-20.34085,-17.087097,-0.65005916,-1.7007176,-1.2491736,-1.5115464
393,3,Zr,-3.6459656,-12.628021,-20.434296,-17.171356,-0.79404825,-1.941268,-1.4908999,-1.6046515
394,3,Ag,-2.3538818,-9.15136,-19.181816,-14.522766,2.1062164,0.40097836,1.7490563,1.3220061
394,2,Ag,-2.3538818,-9.15136,-19.176468,-14.520699,2.1062164,0.40097836,1.7628913,1.3242908
394,1,Ag,-2.385231,-9.11071,-19.183258,-14.515488,2.0358486,0.4283641,1.7453262,1.3300487
395,3,Ag,-2.3710175,-9.134972,-19.19249,-14.520988,2.067753,0.412019,1.7214457,1.3239703
395,2,Ag,-2.3710175,-9.134979,-19.182755,-14.5240555,2.067753,0.41201386,1.7466288,1.3205813
395,4,Ag,-2.371025,-9.134979,-19.164787,-14.51889,2.067736,0.41201386,1.793107,1.3262887
396,1,Ag,-2.3708725,-9.131248,-19.186577,-14.519722,2.0680783,0.4145273,1.7367411,1.3253698
396,2,Ag,-2.3725662,-9.1286545,-19.169006,-14.517456,2.0642765,0.4162749,1.7821931,1.3278736
396,3,Ag,-2.3725662,-9.1286545,-19.174896,-14.516205,2.0642765,0.4162749,1.7669568,1.3292562
397,5,Ti,-3.5636902,-12.511658,-19.997559,-17.108032,-0.6093695,-1.8628733,-0.36113378,-1.5346793
397,4,Ti,-3.5625305,-12.515869,-20.047882,-17.147156,-0.6067665,-1.8657105,-0.49131227,-1.5779103
397,2,Ag,-2.4909058,-9.0625,-18.994202,-14.4328,1.7986467,0.46084353,2.2343836,1.4214171
398,3,Au,-2.6375885,-8.472946,-19.491592,-14.436348,1.4693966,0.85802925,0.94771653,1.417497
398,2,Au,-2.6375885,-8.472954,-19.486176,-14.433365,1.4693966,0.8580241,0.9617291,1.4207933
399,4,Au,-2.6829605,-8.489273,-19.48207,-14.4602585,1.3675528,0.84702975,0.972347,1.3910762
399,3,Au,-2.6829605,-8.489273,-19.50232,-14.448746,1.3675528,0.84702975,0.9199678,1.4037976
399,2,Au,-2.6829605,-8.489273,-19.496185,-14.443787,1.3675528,0.84702975,0.9358355,1.4092773
400,3,Au,-2.685936,-8.485619,-19.484352,-14.450462,1.3608738,0.8494918,0.966446,1.4019008
400,2,Au,-2.685936,-8.485626,-19.476677,-14.443695,1.3608738,0.84948665,0.9863004,1.4093785
400,1,Au,-2.685936,-8.485619,-19.492119,-14.440956,1.3608738,0.8494918,0.94635475,1.412405
401,8,Pd,-3.5347595,-8.629837,-19.868515,-14.927734,-0.54443055,0.752331,-0.027319523,0.87452143
401,2,Pd,-3.5323944,-8.631256,-19.854294,-14.927673,-0.53912175,0.75137496,0.009468334,0.87458885
401,1,Au,-2.7606049,-8.277863,-19.581589,-14.522781,1.193269,0.98945814,0.714911,1.3219892
402,4,Pd,-3.1488953,-8.618103,-19.889938,-14.95343,0.3216963,0.76023626,-0.08273814,0.84612787
402,2,Pd,-3.2336884,-8.619675,-19.848053,-14.9092865,0.13136622,0.75917745,0.02561236,0.89490604
402,3,Pd,-3.2337189,-8.619675,-19.855545,-14.91922,0.13129772,0.75917745,0.006231634,0.8839297
403,3,Au,-2.4489746,-8.21402,-19.352371,-14.206009,1.8927672,1.0324694,1.3078586,1.6720186
403,2,Au,-2.4489746,-8.21402,-19.355164,-14.204895,1.8927672,1.0324694,1.3006352,1.6732495
404,4,Au,-2.483261,-8.227615,-19.349426,-14.22934,1.8158063,1.02331,1.3154767,1.6462386
404,3,Au,-2.483261,-8.227615,-19.355515,-14.225769,1.8158063,1.02331,1.2997274,1.6501839
404,2,Au,-2.483261,-8.227615,-19.355637,-14.222137,1.8158063,1.02331,1.2994117,1.6541969
405,2,Au,-2.502594,-8.232117,-19.35141,-14.228302,1.7724109,1.0202774,1.3103453,1.6473851
405,1,Au,-2.502594,-8.232117,-19.34578,-14.22612,1.7724109,1.0202774,1.3249105,1.6497961
405,3,Au,-2.502594,-8.232117,-19.351028,-14.230438,1.7724109,1.0202774,1.3113321,1.6450245
406,3,Cu,-2.9469757,-9.667435,-19.713318,-15.367508,0.7749333,0.05329566,0.37414968,0.38857737
406,2,Cu,-2.9469757,-9.667435,-19.715164,-15.369217,0.7749333,0.05329566,0.36937356,0.38668895
406,1,Cu,-2.9585724,-9.662628,-19.636917,-15.359573,0.7489029,0.05653384,0.5717857,0.39734495
407,2,Cu,-2.9492035,-9.661499,-19.667511,-15.362106,0.7699327,0.057294555,0.49264446,0.39454606
407,4,Cu,-2.9491882,-9.661514,-19.656479,-15.365616,0.76996696,0.057284273,0.52118266,0.3906681
407,3,Cu,-2.9491882,-9.661514,-19.670609,-15.363983,0.76996696,0.057284273,0.48463166,0.3924722
408,3,Cu,-2.948349,-9.658981,-19.664444,-15.362305,0.77185076,0.058990743,0.50057834,0.39432687
408,2,Cu,-2.9483337,-9.658997,-19.6604,-15.3615265,0.771885,0.058980465,0.51103836,0.39518678
408,1,Cu,-2.9483337,-9.658981,-19.671661,-15.359482,0.771885,0.058990743,0.48190808,0.39744613
409,3,Cu,-3.0787354,-9.667618,-19.839706,-15.409454,0.47918013,0.0531723,0.047203515,0.34222713
409,2,Cu,-3.0787354,-9.667618,-19.843292,-15.408508,0.47918013,0.0531723,0.03792761,0.34327248
409,1,Cu,-3.079895,-9.698837,-19.778244,-15.412735,0.4765771,0.032139562,0.20619653,0.33860207
410,4,Cu,-3.0718994,-9.685913,-19.786438,-15.405701,0.49452436,0.040846664,0.18500009,0.34637487
410,3,Cu,-3.0718994,-9.685913,-19.793793,-15.401352,0.49452436,0.040846664,0.16597462,0.3511802
410,2,Cu,-3.0718994,-9.685913,-19.793716,-15.393921,0.49452436,0.040846664,0.16617197,0.3593914
411,2,Cu,-3.074295,-9.687607,-19.78392,-15.401779,0.48914704,0.039705593,0.19151296,0.3507081
411,3,Cu,-3.0742798,-9.687607,-19.786438,-15.403351,0.48918128,0.039705593,0.18500009,0.34897143
411,1,Cu,-3.074295,-9.687607,-19.79036,-15.393799,0.48914704,0.039705593,0.1748558,0.35952628
412,3,Hf,-3.3036194,-11.684998,-20.217957,-16.978058,-0.02560386,-1.3059477,-0.9312666,-1.3910593
412,2,Hf,-3.3041992,-11.689148,-20.185822,-17.019989,-0.02690538,-1.3087438,-0.8481387,-1.4373927
413,2,Hf,-3.3089294,-11.822662,-20.239288,-17.054413,-0.03752304,-1.3986932,-0.9864484,-1.4754306
413,3,Hf,-3.3089294,-11.822632,-20.252686,-17.045654,-0.03752304,-1.3986727,-1.0211048,-1.4657525
413,4,Hf,-3.3090515,-11.823303,-20.204865,-17.03592,-0.03779704,-1.399125,-0.89739966,-1.4549953
414,1,Hf,-3.3185425,-11.871735,-20.219177,-17.065582,-0.05910086,-1.4317535,-0.9344244,-1.4877727
414,2,Hf,-3.318512,-11.872559,-20.23816,-17.08191,-0.05903236,-1.4323087,-0.9835275,-1.5058137
414,3,Hf,-3.3185425,-11.872559,-20.231262,-17.063904,-0.05910086,-1.4323087,-0.96568614,-1.4859179
415,3,Ir,-3.484192,-9.295654,-20.391846,-16.046417,-0.4309244,0.3037662,-1.381089,-0.36160856
415,2,Ir,-3.484192,-9.295654,-20.390686,-16.073608,-0.4309244,0.3037662,-1.3780891,-0.39165446
416,3,Ir,-3.5025024,-9.337372,-20.409912,-16.0896,-0.472025,0.27566084,-1.4278238,-0.40932453
416,4,Ir,-3.5025024,-9.337372,-20.404907,-16.071411,-0.472025,0.27566084,-1.4148769,-0.3892265
416,2,Ir,-3.5025024,-9.337372,-20.418,-16.111298,-0.472025,0.27566084,-1.4487438,-0.43330052
417,1,Ir,-3.5117493,-9.353027,-20.426971,-16.12613,-0.4927808,0.26511365,-1.4719534,-0.4496892
417,3,Ir,-3.5117798,-9.353027,-20.42044,-16.083344,-0.4928493,0.26511365,-1.4550594,-0.4024116
417,2,Ir,-3.5117798,-9.353027,-20.40918,-16.106384,-0.4928493,0.26511365,-1.4259291,-0.42787138
418,4,Ni,-3.0140228,-7.5432434,-19.842957,-15.3519745,0.62443656,1.4843752,0.038795993,0.4057416
418,3,Ni,-3.0140228,-7.5432434,-19.837479,-15.343628,0.62443656,1.4843752,0.05296642,0.41496447
418,2,Ni,-3.0140228,-7.543228,-19.841019,-15.333191,0.62443656,1.4843855,0.04380893,0.42649722
419,3,Ni,-3.0132904,-7.550293,-19.843079,-15.350037,0.6260806,1.4796258,0.038480215,0.40788293
419,2,Ni,-3.0132904,-7.550293,-19.841797,-15.344681,0.6260806,1.4796258,0.04179586,0.41380107
419,1,Ni,-3.0132904,-7.550293,-19.837814,-15.333511,0.6260806,1.4796258,0.05209804,0.42614314
420,2,Os,-3.8591003,-9.348999,-20.015137,-15.660461,-1.2724594,0.26782754,-0.40660548,0.06486757
420,3,Os,-3.8593445,-9.349426,-20.027924,-15.646332,-1.2730074,0.2675397,-0.43968296,0.080480635
421,3,Os,-3.8664856,-9.370209,-20.035614,-15.671631,-1.2890366,0.25353846,-0.45957685,0.05252549
421,2,Os,-3.8664856,-9.370239,-20.044983,-15.680267,-1.2890366,0.2535179,-0.4838126,0.0429823
421,4,Os,-3.8663635,-9.3697815,-20.033112,-15.661682,-1.2887626,0.2538263,-0.45310342,0.06351871
422,1,Os,-3.8636475,-9.366943,-20.070465,-15.696533,-1.2826661,0.25573835,-0.5497308,0.025008727
422,2,Os,-3.8634338,-9.366486,-19.98935,-15.673553,-1.2821865,0.25604674,-0.33989787,0.050401036
422,3,Os,-3.8634338,-9.366486,-20.022858,-15.65506,-1.2821865,0.25604674,-0.42657828,0.07083628
423,3,Pd,-3.148468,-8.595627,-19.937927,-14.957703,0.32265532,0.7753786,-0.20687741,0.8414069
423,2,Pd,-3.148468,-8.595627,-19.981522,-14.993301,0.32265532,0.7753786,-0.31964877,0.80207074
424,4,Pd,-3.149765,-8.63382,-19.878693,-14.958054,0.31974402,0.7496479,-0.053647313,0.8410191
424,2,Pd,-3.149765,-8.63382,-19.886597,-14.953461,0.31974402,0.7496479,-0.07409378,0.8460942
424,3,Pd,-3.149765,-8.63382,-19.884735,-14.952835,0.31974402,0.7496479,-0.0692782,0.8467855
425,1,Pd,-3.1508942,-8.631332,-19.880478,-14.950638,0.31720948,0.7513236,-0.05826553,0.8492134
425,2,Pd,-3.1511078,-8.631912,-19.873062,-14.950851,0.31672996,0.75093293,-0.039082162,0.8489773
425,3,Pd,-3.1511078,-8.631912,-19.878738,-14.954987,0.31672996,0.75093293,-0.05376573,0.8444081
426,1,Pd,-2.9084473,-8.688309,-19.377792,-14.78801,0.8614158,0.7129383,1.2420983,1.0289154
426,3,Pd,-2.9368134,-8.633438,-19.552368,-14.840561,0.7977441,0.74990493,0.7904998,0.97084695
426,2,Pd,-2.9368134,-8.633438,-19.562088,-14.866577,0.7977441,0.74990493,0.7653561,0.94209933
427,2,Pd,-2.9087982,-8.631775,-19.510635,-14.836472,0.86062807,0.75102544,0.89845556,0.97536564
427,4,Pd,-2.9087982,-8.631775,-19.51706,-14.836075,0.86062807,0.75102544,0.88183784,0.97580403
427,3,Pd,-2.9087982,-8.631775,-19.506714,-14.83551,0.86062807,0.75102544,0.90859985,0.97642785
428,3,Pd,-2.9080048,-8.642517,-19.5065,-14.832306,0.86240906,0.74378836,0.90915245,0.9799686
428,1,Pd,-2.9080048,-8.642502,-19.488892,-14.834671,0.86240906,0.7437987,0.9547031,0.9773552
428,2,Pd,-2.9080048,-8.642517,-19.502365,-14.83432,0.86240906,0.74378836,0.91984934,0.977743
429,3,Pt,-3.3041992,-8.383713,-20.081451,-15.265259,-0.02690538,0.9181463,-0.5781506,0.50156134
429,2,Pt,-3.3041992,-8.383713,-20.075958,-15.263672,-0.02690538,0.9181463,-0.56394064,0.50331485
430,2,Pt,-3.3386536,-8.448746,-20.095505,-15.312881,-0.10424303,0.8743332,-0.6145042,0.4489389
430,3,Pt,-3.3386536,-8.448761,-20.104263,-15.318176,-0.10424303,0.87432295,-0.63716114,0.4430882
430,4,Pt,-3.3386536,-8.448746,-20.078506,-15.319717,-0.10424303,0.8743332,-0.5705325,0.44138527
431,2,Pt,-3.3394318,-8.4478,-20.081177,-15.323883,-0.10598981,0.87497056,-0.5774401,0.43678227
431,3,Pt,-3.3394318,-8.4478,-20.092957,-15.322174,-0.10598981,0.87497056,-0.6079124,0.4386707
431,1,Pt,-3.3394318,-8.4478,-20.100555,-15.313553,-0.10598981,0.87497056,-0.62756944,0.448197
432,1,Pt,-3.555191,-8.954613,-20.366974,-15.53035,-0.590292,0.5335278,-1.3167497,0.2086393
432,2,Au,-2.6579285,-8.478233,-19.46344,-14.478882,1.4237406,0.8544673,1.0205423,1.3704976
432,8,Au,-2.6528778,-8.478683,-19.48079,-14.466141,1.4350775,0.854164,0.9756627,1.3845763
433,4,Au,-2.7060928,-8.502182,-19.50306,-14.489952,1.3156289,0.8383329,0.9180534,1.3582652
433,2,Au,-2.6632767,-8.492409,-19.481438,-14.480141,1.4117359,0.8449172,0.97398514,1.3691067
433,3,Au,-2.6632767,-8.492409,-19.486565,-14.476532,1.4117359,0.8449172,0.96072257,1.3730942
434,3,Pt,-3.4876404,-8.756004,-20.117638,-15.43969,-0.438665,0.6673314,-0.6717583,0.3088175
434,2,Pt,-3.4876404,-8.755989,-20.061089,-15.436134,-0.438665,0.66734165,-0.52547526,0.31274608
435,3,Pt,-3.508583,-8.787453,-20.129402,-15.470055,-0.48567382,0.64614445,-0.7021912,0.2752646
435,2,Pt,-3.5085754,-8.787437,-20.097588,-15.471718,-0.4856567,0.6461547,-0.6198922,0.27342677
435,4,Pt,-3.508583,-8.787453,-20.029198,-15.461708,-0.48567382,0.64614445,-0.4429789,0.28448743
436,3,Pt,-3.509552,-8.798286,-20.079063,-15.465172,-0.48784873,0.6388457,-0.5719732,0.28066003
436,2,Pt,-3.509552,-8.798286,-20.027168,-15.474998,-0.48784873,0.6388457,-0.43772912,0.2698017
436,1,Pt,-3.510498,-8.798729,-20.148338,-15.477394,-0.48997226,0.6385476,-0.7511759,0.26715457
437,2,Re,-3.7900696,-10.85791,-19.708252,-16.270142,-1.1175101,-0.7487343,0.38725436,-0.6088211
437,3,Re,-3.7900696,-10.85788,-19.70874,-16.271545,-1.1175101,-0.74871373,0.38599125,-0.61037225
438,3,Re,-3.7904358,-10.855377,-19.682434,-16.297394,-1.1183321,-0.7470278,0.45404088,-0.6389344
438,2,Re,-3.7904358,-10.855377,-19.693512,-16.256622,-1.1183321,-0.7470278,0.42538425,-0.59388244
438,4,Re,-3.7904053,-10.855072,-19.71466,-16.283966,-1.1182636,-0.74682224,0.37067613,-0.62409693
439,1,Re,-3.7862244,-10.842834,-19.721436,-16.29657,-1.108879,-0.7385777,0.35315058,-0.6380239
439,3,Re,-3.7861938,-10.842865,-19.713074,-16.247192,-1.1088104,-0.7385983,0.37478122,-0.5834625
439,2,Re,-3.7862244,-10.842926,-19.707886,-16.267242,-1.108879,-0.7386394,0.38820168,-0.6056175
440,3,Re,-3.9517212,-10.768066,-20.095886,-16.361664,-1.48036,-0.6882061,-0.61549103,-0.70995194
440,2,Re,-3.9517212,-10.768066,-20.059906,-16.377502,-1.48036,-0.6882061,-0.5224162,-0.7274534
441,3,Re,-3.9501343,-10.730774,-20.036469,-16.366394,-1.4767979,-0.66308194,-0.46178725,-0.7151788
441,2,Re,-3.9501343,-10.730774,-20.048126,-16.357971,-1.4767979,-0.66308194,-0.49194384,-0.70587164
