sample_idx,mace_H,mace_OH,mace_CH3,mace_NH2,mace_H_norm,mace_OH_norm,mace_CH3_norm,mace_NH2_norm
20,-2.45880126953125,-7.4164581298828125,-16.00592041015625,-13.046707153320312,1.255253328750979,1.0798876104340465,0.9480963920397869,1.3002375147780283
21,-2.6378173828125,-9.593757629394531,-17.62769317626953,-14.809432983398438,0.903602237486994,-0.16404972129282494,-0.22206170168448175,0.08347163514563563
22,-2.636962890625,-9.59546947479248,-17.633508682250977,-14.81163501739502,0.9052807629822875,-0.16502773483534927,-0.22625776511302179,0.08195162574479034
23,-2.6375885009765625,-9.59539794921875,-17.63311767578125,-14.811660766601562,0.9040518425303762,-0.16498687075975632,-0.22597564212094218,0.08193385170675534
24,-2.6397857666015625,-9.590591430664062,-17.615692138671875,-14.805679321289062,0.8997356341139072,-0.16224080487991088,-0.2134025901422142,0.08606269491251611
25,-2.61920166015625,-9.91070556640625,-17.669532775878906,-14.946739196777344,0.940170114348745,-0.3451287924776167,-0.25225023804671654,-0.0113074352294625
26,-2.3454818725585938,-8.075752258300781,-16.6221923828125,-13.331329345703125,1.4778527857294983,0.7032189072485813,0.5034375274891162,1.1037698813161507
27,-2.5575942993164062,-9.4630126953125,-17.589370727539062,-14.7225341796875,1.0611888051924494,-0.08935237052629928,-0.1944108960412459,0.1434557220252471
28,-2.7487716674804688,-8.861213684082031,-17.31224822998047,-14.398635864257812,0.6856486992900909,0.25446815413453855,0.0055413662281659625,0.36703468816984985
29,-2.6850078105926514,-9.060836791992188,-17.398386001586914,-14.510345458984375,0.8109035126519117,0.14041924342635487,-0.05660964082211147,0.28992432819695513
30,-2.5805511474609375,-9.500340461730957,-17.5919246673584,-14.747909545898438,1.0160934193412163,-0.11067851429674175,-0.19625364085292682,0.12593973669060374
31,-2.945831298828125,-8.2392578125,-17.0333251953125,-14.072906494140625,0.29855374377281024,0.6098047201518075,0.20679277047086145,0.5918775859080528
32,-2.559783935546875,-9.45623779296875,-17.549407958984375,-14.701736450195312,1.0568875836107599,-0.08548172528613619,-0.1655765500409932,0.15781187837588984
33,-2.6244964599609375,-9.558883666992188,-17.574676513671875,-14.781723022460938,0.929769251011837,-0.14412548774239087,-0.18380857637792275,0.10259913326211928
34,-2.7186279296875,-9.643821716308594,-17.821395874023438,-14.924903869628906,0.7448616835035244,-0.19265239479051657,-0.3618240557509988,0.003764949024220382
35,-2.7185440063476562,-9.643714904785156,-17.821205139160156,-14.925018310546875,0.7450265386860979,-0.19259137110429778,-0.36168643477925266,0.0036859532996203668
36,-2.7185592651367188,-9.643684387207031,-17.82086944580078,-14.925056457519531,0.7449965650165391,-0.19257393576537812,-0.3614442218689794,0.003659621391420362
37,-2.717041015625,-9.639002799987793,-17.821014404296875,-14.924407958984375,0.7479789451376408,-0.18989924580423503,-0.3615488138075065,0.004107263830820447
38,-2.719451904296875,-9.63862133026123,-17.82608985900879,-14.924545288085938,0.7432431053473486,-0.18968130406773936,-0.36521090786567145,0.004012468961300429
39,-2.7188568115234375,-9.646896362304688,-17.83038330078125,-14.92974853515625,0.7444120784601422,-0.19440900518667167,-0.3683087559396772,0.0004207966828197424
40,-3.283050537109375,-11.395222663879395,-16.90826416015625,-15.80975341796875,-0.3638643534769402,-1.1932648608264094,0.2970280892253751,-0.6070247272014564
41,-3.28497314453125,-11.389129638671875,-16.89200782775879,-15.81309986114502,-0.3676410358413505,-1.1897837864402323,0.3087575246472992,-0.6093346938483019
42,-3.301300048828125,-11.454559326171875,-16.927154541015625,-15.841339111328125,-0.3997128622692796,-1.2271651530839693,0.2833981081836367,-0.6288275471910606
43,-3.3463542461395264,-11.940897941589355,-16.992807388305664,-16.10825538635254,-0.48821527336612813,-1.505020707505322,0.23602759349889546,-0.8130732254619059
44,-3.2835490703582764,-12.190730094909668,-17.281646728515625,-16.342636108398438,-0.364843649462057,-1.6477551095710654,0.027621274935117783,-0.9748604192289667
45,-3.531768798828125,-11.683456420898438,-16.517059326171875,-15.780303955078125,-0.8524351672855796,-1.3579389126508308,0.5792942071155924,-0.5866964940710525
46,-3.276702880859375,-12.145660400390625,-17.238357543945312,-16.335494995117188,-0.3513953069404743,-1.6220058382584435,0.0588557306826233,-0.9699310860139259
47,-3.3115234375,-12.2093505859375,-17.254104614257812,-16.36590576171875,-0.4197952208736838,-1.6583933905837605,0.04749374325526141,-0.9909228832309699
48,-3.3030853271484375,-8.87518310546875,-17.634384155273438,-15.26220703125,-0.40321978160766064,0.24648712774406714,-0.2268894453733366,-0.22906704966186414
49,-3.286041259765625,-8.82752513885498,-17.606109619140625,-15.23228931427002,-0.36973919271046735,0.27371513373881234,-0.20648851252168776,-0.2084155923583052
50,-3.292144775390625,-8.845458984375,-17.617431640625,-15.24334716796875,-0.38172866053399224,0.2634691478518097,-0.21465769340453905,-0.21604855424778166
51,-3.339996337890625,-8.96453857421875,-17.691253662109375,-15.3140869140625,-0.47572608827042745,0.1954364553873216,-0.2679225143091678,-0.264878444813871
52,-2.5094223022460938,-7.292022705078125,-17.893516540527344,-14.972396850585938,1.1558156799896195,1.1509802048789337,-0.4138612975876519,-0.029018276684785887
53,-2.509608030319214,-7.294525146484375,-17.894521713256836,-14.973429679870605,1.1554508442304583,1.149550507087522,-0.41458656010875405,-0.029731213099301025
